SUM_Measure_1,SUM_Measure_2,SUM_Measure_3,SUM_Measure_4,SUM_Measure_5,SUM_Measure_6,SUM_Measure_7,SUM_Measure_8,SUM_Measure_9,SUM_Measure_10,CNT_Measure_1,CNT_Measure_2,CNT_Measure_3,CNT_Measure_4,CNT_Measure_5,AVG_Measure_1,AVG_Measure_2,AVG_Measure_3,AVG_Measure_4,AVG_Measure_5,Key_Dim_1,Key_Dim_2,Key_Dim_3,Key_Dim_4,Key_Dim_5,Key_Dim_6,Key_Dim_7,Key_Dim_8,Key_Dim_9,Key_Dim_10,Other_Field_1,Other_Field_2,Other_Field_3,Other_Field_4,Other_Field_5,Other_Field_6,Other_Field_7,Other_Field_8,Other_Field_9,Other_Field_10,DateKey
132846.45,6,457.1,,,,,,,,1322,,,,,1.8,,,,,Legal,Chatswood,Contract,Grade 1,,,,,,,Emily Johnson,emily.johnson@health.nsw.gov.au,On track,,,,,,,,2023-11-15
150626.8,26,357.7,,,,,,,,1323,,,,,4.4,,,,,Finance,North Sydney,Part Time,Grade 2,,,,,,,Noah Hughes,noah.hughes@health.nsw.gov.au,On track,,,,,,,,2024-04-12
38595.08,24,1438.8,,,,,,,,1324,,,,,2.1,,,,,IT,Macquarie Park,Casual,Grade 1,,,,,,,Ella Jones,ella.jones@health.nsw.gov.au,Needs review,,,,,,,,2024-01-17
113093.75,29,437.4,,,,,,,,1325,,,,,4.5,,,,,Operations,Parramatta,Part Time,Grade 3,,,,,,,Aiden Bell,aiden.bell@health.nsw.gov.au,On track,,,,,,,,2023-10-19
34666.58,4,409.5,,,,,,,,1326,,,,,3.3,,,,,Sales,North Sydney,Part Time,Grade 2,,,,,,,Luke Rogers,luke.rogers@health.nsw.gov.au,Escalated,,,,,,,,2024-06-09
33408.9,50,1937.6,,,,,,,,1327,,,,,3.7,,,,,IT,North Sydney,Part Time,Grade 5,,,,,,,James White,james.white@health.nsw.gov.au,Completed,,,,,,,,2024-09-14
166864.55,20,1454.2,,,,,,,,1328,,,,,3.8,,,,,Marketing,Chatswood,Casual,Grade 3,,,,,,,Isabella Martin,isabella.martin@health.nsw.gov.au,Needs review,,,,,,,,2024-04-22
81364.67,34,1666.2,,,,,,,,1329,,,,,2.6,,,,,HR,Sydney CBD,Contract,Grade 5,,,,,,,Lily Stewart,lily.stewart@health.nsw.gov.au,Pending approval,,,,,,,,2023-10-17
80740.91,7,1015.3,,,,,,,,1330,,,,,2.3,,,,,Marketing,Parramatta,Contract,Grade 3,,,,,,,Lily Murphy,lily.murphy@health.nsw.gov.au,,,,,,,,,2023-11-02
62021.21,34,1554.4,,,,,,,,1331,,,,,4.6,,,,,Legal,Parramatta,Part Time,Grade 1,,,,,,,Lily Carter,lily.carter@health.nsw.gov.au,Completed,,,,,,,,2023-09-23
184174.97,26,837.7,,,,,,,,1332,,,,,1.1,,,,,Sales,Parramatta,Part Time,Grade 5,,,,,,,Zoe Mitchell,zoe.mitchell@health.nsw.gov.au,,,,,,,,,2024-01-03
116243.53,11,1697.2,,,,,,,,1333,,,,,4.5,,,,,Engineering,Parramatta,Full Time,Grade 4,,,,,,,Ethan Nguyen,ethan.nguyen@health.nsw.gov.au,Completed,,,,,,,,2024-07-26
159696.1,12,1899.2,,,,,,,,1334,,,,,4.6,,,,,HR,North Sydney,Contract,Grade 2,,,,,,,Aiden Lewis,aiden.lewis@health.nsw.gov.au,Escalated,,,,,,,,2023-12-06
93186.01,38,658.7,,,,,,,,1335,,,,,4.4,,,,,IT,Sydney CBD,Full Time,Grade 4,,,,,,,Ryan Anderson,ryan.anderson@health.nsw.gov.au,On track,,,,,,,,2024-11-28
94883.77,20,884.9,,,,,,,,1336,,,,,4.5,,,,,Engineering,North Sydney,Part Time,Grade 3,,,,,,,Emma Collins,emma.collins@health.nsw.gov.au,Escalated,,,,,,,,2023-05-27
83785.19,46,442.7,,,,,,,,1337,,,,,1.3,,,,,Operations,North Sydney,Contract,Grade 1,,,,,,,James Baker,james.baker@health.nsw.gov.au,Completed,,,,,,,,2023-08-03
159402.86,11,1194.9,,,,,,,,1338,,,,,1.6,,,,,HR,North Sydney,Casual,Grade 4,,,,,,,Olivia Adams,olivia.adams@health.nsw.gov.au,Escalated,,,,,,,,2024-01-28
30793.75,35,478.9,,,,,,,,1339,,,,,2.5,,,,,Finance,Parramatta,Part Time,Grade 1,,,,,,,Ella Smith,ella.smith@health.nsw.gov.au,,,,,,,,,2023-09-12
68465.17,23,693.0,,,,,,,,1340,,,,,1.4,,,,,Marketing,North Sydney,Full Time,Grade 1,,,,,,,Aaron Clark,aaron.clark@health.nsw.gov.au,Escalated,,,,,,,,2024-06-16
131382.89,22,924.0,,,,,,,,1341,,,,,3.7,,,,,Engineering,Parramatta,Casual,Grade 3,,,,,,,Marcus Wright,marcus.wright@health.nsw.gov.au,Needs review,,,,,,,,2024-02-18
33251.2,15,1481.6,,,,,,,,1342,,,,,1.5,,,,,Finance,Macquarie Park,Part Time,Grade 1,,,,,,,Cameron Murphy,cameron.murphy@health.nsw.gov.au,,,,,,,,,2023-02-08
93782.71,41,586.0,,,,,,,,1343,,,,,3.1,,,,,Finance,Macquarie Park,Full Time,Grade 1,,,,,,,Lily Jones,lily.jones@health.nsw.gov.au,On track,,,,,,,,2024-12-07
49684.27,29,822.5,,,,,,,,1344,,,,,3.2,,,,,IT,North Sydney,Part Time,Grade 1,,,,,,,Aaron Green,aaron.green@health.nsw.gov.au,,,,,,,,,2023-04-14
142622.1,18,1283.3,,,,,,,,1345,,,,,3.8,,,,,Legal,Sydney CBD,Full Time,Grade 3,,,,,,,Liam Evans,liam.evans@health.nsw.gov.au,Escalated,,,,,,,,2023-07-23
133530.31,50,599.7,,,,,,,,1346,,,,,3.1,,,,,Sales,Parramatta,Casual,Grade 3,,,,,,,Daniel Williams,daniel.williams@health.nsw.gov.au,Pending approval,,,,,,,,2024-05-23
184760.63,45,1872.9,,,,,,,,1347,,,,,2.3,,,,,Finance,Sydney CBD,Full Time,Grade 1,,,,,,,Jessica Cook,jessica.cook@health.nsw.gov.au,Escalated,,,,,,,,2023-06-02
191405.82,50,1072.2,,,,,,,,1348,,,,,3.9,,,,,HR,Parramatta,Part Time,Grade 4,,,,,,,Nathan Martin,nathan.martin@health.nsw.gov.au,Escalated,,,,,,,,2023-02-21
46967.52,12,1760.9,,,,,,,,1349,,,,,4.4,,,,,Operations,Parramatta,Casual,Grade 1,,,,,,,Henry Kim,henry.kim@health.nsw.gov.au,On track,,,,,,,,2023-01-10
174839.78,43,1329.7,,,,,,,,1350,,,,,2.3,,,,,IT,Macquarie Park,Contract,Grade 1,,,,,,,Cameron King,cameron.king@health.nsw.gov.au,Needs review,,,,,,,,2023-04-27
98132.18,30,616.5,,,,,,,,1351,,,,,2.5,,,,,IT,Chatswood,Part Time,Grade 1,,,,,,,Ethan Bell,ethan.bell@health.nsw.gov.au,,,,,,,,,2023-03-02
196866.76,11,297.1,,,,,,,,1352,,,,,4.6,,,,,IT,Macquarie Park,Casual,Grade 2,,,,,,,Mei Hill,mei.hill@health.nsw.gov.au,Completed,,,,,,,,2024-09-18
34898.76,44,1771.9,,,,,,,,1353,,,,,3.9,,,,,Engineering,Chatswood,Casual,Grade 1,,,,,,,Emma Baker,emma.baker@health.nsw.gov.au,On track,,,,,,,,2023-03-06
74474.19,21,123.5,,,,,,,,1354,,,,,4.5,,,,,Sales,Parramatta,Full Time,Grade 4,,,,,,,Ruby Bailey,ruby.bailey@health.nsw.gov.au,Needs review,,,,,,,,2024-05-08
88777.41,44,1318.7,,,,,,,,1355,,,,,1.6,,,,,Finance,Sydney CBD,Part Time,Grade 5,,,,,,,Mia Carter,mia.carter@health.nsw.gov.au,Needs review,,,,,,,,2023-03-18
157743.1,21,557.7,,,,,,,,1356,,,,,4.9,,,,,Finance,Macquarie Park,Part Time,Grade 5,,,,,,,Lily Hill,lily.hill@health.nsw.gov.au,Escalated,,,,,,,,2023-08-29
43401.2,29,1622.4,,,,,,,,1357,,,,,2.8,,,,,IT,Chatswood,Contract,Grade 1,,,,,,,Chloe Nguyen,chloe.nguyen@health.nsw.gov.au,,,,,,,,,2023-01-19
47449.36,27,168.1,,,,,,,,1358,,,,,3.2,,,,,HR,Macquarie Park,Contract,Grade 5,,,,,,,Sarah Thompson,sarah.thompson@health.nsw.gov.au,,,,,,,,,2024-11-18
107555.35,22,790.4,,,,,,,,1359,,,,,1.2,,,,,Sales,Chatswood,Contract,Grade 5,,,,,,,Elena Morris,elena.morris@health.nsw.gov.au,Pending approval,,,,,,,,2024-04-29
151831.87,24,1460.2,,,,,,,,1360,,,,,1.5,,,,,Sales,Sydney CBD,Contract,Grade 3,,,,,,,Zoe Clark,zoe.clark@health.nsw.gov.au,Pending approval,,,,,,,,2024-06-18
93561.36,7,187.0,,,,,,,,1361,,,,,1.7,,,,,Engineering,Chatswood,Full Time,Grade 3,,,,,,,Mei Wright,mei.wright@health.nsw.gov.au,Needs review,,,,,,,,2023-05-04
188136.76,26,509.6,,,,,,,,1362,,,,,4.3,,,,,Sales,Parramatta,Full Time,Grade 4,,,,,,,William Watson,william.watson@health.nsw.gov.au,,,,,,,,,2024-08-25
50947.26,29,969.0,,,,,,,,1363,,,,,3.4,,,,,Engineering,Chatswood,Full Time,Grade 5,,,,,,,Aiden Brown,aiden.brown@health.nsw.gov.au,Pending approval,,,,,,,,2024-03-19
172598.74,31,1856.3,,,,,,,,1364,,,,,4.1,,,,,Engineering,Macquarie Park,Part Time,Grade 2,,,,,,,Henry Hill,henry.hill@health.nsw.gov.au,,,,,,,,,2024-09-06
133047.33,21,1057.8,,,,,,,,1365,,,,,2.5,,,,,Sales,Parramatta,Casual,Grade 3,,,,,,,Nathan Baker,nathan.baker@health.nsw.gov.au,Needs review,,,,,,,,2023-05-22
100166.73,45,1784.2,,,,,,,,1366,,,,,3.0,,,,,Operations,Macquarie Park,Part Time,Grade 2,,,,,,,Tom Morris,tom.morris@health.nsw.gov.au,,,,,,,,,2023-10-25
146723.92,44,352.1,,,,,,,,1367,,,,,3.8,,,,,Engineering,Macquarie Park,Contract,Grade 1,,,,,,,Marcus Allen,marcus.allen@health.nsw.gov.au,Pending approval,,,,,,,,2024-05-06
129077.07,43,1449.2,,,,,,,,1368,,,,,3.7,,,,,Marketing,Chatswood,Full Time,Grade 5,,,,,,,Henry Jones,henry.jones@health.nsw.gov.au,Escalated,,,,,,,,2023-05-29
39021.05,4,479.8,,,,,,,,1369,,,,,4.0,,,,,Engineering,Parramatta,Contract,Grade 2,,,,,,,Noah Bell,noah.bell@health.nsw.gov.au,Completed,,,,,,,,2023-07-28
158110.97,3,781.5,,,,,,,,1370,,,,,2.8,,,,,Sales,Macquarie Park,Casual,Grade 2,,,,,,,Emily Bell,emily.bell@health.nsw.gov.au,Completed,,,,,,,,2024-12-10
142963.91,25,836.4,,,,,,,,1371,,,,,4.8,,,,,Operations,Macquarie Park,Full Time,Grade 1,,,,,,,Aiden Martin,aiden.martin@health.nsw.gov.au,Needs review,,,,,,,,2024-09-27
177704.49,29,1677.0,,,,,,,,1372,,,,,4.6,,,,,Operations,Macquarie Park,Part Time,Grade 2,,,,,,,Nathan Baker,nathan.baker@health.nsw.gov.au,Needs review,,,,,,,,2024-11-30
42659.73,12,1496.7,,,,,,,,1373,,,,,1.5,,,,,Finance,Chatswood,Contract,Grade 5,,,,,,,Jake Thomas,jake.thomas@health.nsw.gov.au,Needs review,,,,,,,,2024-08-21
173822.41,1,728.1,,,,,,,,1374,,,,,3.8,,,,,Engineering,Sydney CBD,Part Time,Grade 3,,,,,,,Priya Brown,priya.brown@health.nsw.gov.au,,,,,,,,,2024-09-22
173333.8,20,1032.0,,,,,,,,1375,,,,,3.3,,,,,Operations,Sydney CBD,Contract,Grade 5,,,,,,,Ben Walker,ben.walker@health.nsw.gov.au,Pending approval,,,,,,,,2023-03-11
163663.9,11,890.3,,,,,,,,1376,,,,,3.1,,,,,HR,Parramatta,Part Time,Grade 2,,,,,,,Ruby King,ruby.king@health.nsw.gov.au,Completed,,,,,,,,2024-01-05
79907.64,49,1274.7,,,,,,,,1377,,,,,2.9,,,,,Finance,Sydney CBD,Contract,Grade 4,,,,,,,Sam Rogers,sam.rogers@health.nsw.gov.au,Pending approval,,,,,,,,2024-09-28
71450.62,3,1396.8,,,,,,,,1378,,,,,2.3,,,,,HR,Chatswood,Contract,Grade 5,,,,,,,Chen Clark,chen.clark@health.nsw.gov.au,On track,,,,,,,,2024-06-13
169758.54,24,1077.2,,,,,,,,1379,,,,,3.0,,,,,IT,Sydney CBD,Contract,Grade 2,,,,,,,Dylan Anderson,dylan.anderson@health.nsw.gov.au,On track,,,,,,,,2023-04-09
58457.12,50,1122.2,,,,,,,,1380,,,,,1.0,,,,,HR,North Sydney,Part Time,Grade 4,,,,,,,Henry Thompson,henry.thompson@health.nsw.gov.au,Pending approval,,,,,,,,2024-12-20
179368.33,48,1572.9,,,,,,,,1381,,,,,3.6,,,,,HR,North Sydney,Full Time,Grade 4,,,,,,,Mohammed King,mohammed.king@health.nsw.gov.au,On track,,,,,,,,2023-03-31
42452.16,12,1609.0,,,,,,,,1382,,,,,3.2,,,,,Sales,Parramatta,Casual,Grade 4,,,,,,,Sophia Watson,sophia.watson@health.nsw.gov.au,Escalated,,,,,,,,2024-03-19
83788.72,25,1379.3,,,,,,,,1383,,,,,3.1,,,,,HR,Macquarie Park,Full Time,Grade 1,,,,,,,Jayden Anderson,jayden.anderson@health.nsw.gov.au,On track,,,,,,,,2023-10-24
163771.62,20,1252.5,,,,,,,,1384,,,,,2.1,,,,,IT,Chatswood,Casual,Grade 1,,,,,,,Mia Johnson,mia.johnson@health.nsw.gov.au,Pending approval,,,,,,,,2023-08-14
53184.85,26,1613.9,,,,,,,,1385,,,,,4.4,,,,,Marketing,North Sydney,Contract,Grade 3,,,,,,,James Parker,james.parker@health.nsw.gov.au,Pending approval,,,,,,,,2023-05-25
50949.98,1,1188.2,,,,,,,,1386,,,,,2.6,,,,,HR,Parramatta,Part Time,Grade 3,,,,,,,Tom Green,tom.green@health.nsw.gov.au,,,,,,,,,2024-06-08
54217.37,12,519.5,,,,,,,,1387,,,,,4.3,,,,,Sales,Sydney CBD,Part Time,Grade 5,,,,,,,Noah Kim,noah.kim@health.nsw.gov.au,Pending approval,,,,,,,,2024-04-17
139594.67,5,652.2,,,,,,,,1388,,,,,1.3,,,,,HR,North Sydney,Casual,Grade 3,,,,,,,Jayden Thomas,jayden.thomas@health.nsw.gov.au,,,,,,,,,2024-11-02
69870.58,19,1277.1,,,,,,,,1389,,,,,4.6,,,,,Operations,Chatswood,Casual,Grade 3,,,,,,,Mei Cook,mei.cook@health.nsw.gov.au,Completed,,,,,,,,2024-12-11
129308.89,37,1177.0,,,,,,,,1390,,,,,4.2,,,,,Legal,North Sydney,Full Time,Grade 3,,,,,,,Sam White,sam.white@health.nsw.gov.au,,,,,,,,,2024-10-18
104141.09,24,355.2,,,,,,,,1391,,,,,3.9,,,,,IT,Chatswood,Casual,Grade 3,,,,,,,Elena Lewis,elena.lewis@health.nsw.gov.au,Escalated,,,,,,,,2024-07-18
48501.55,42,1252.6,,,,,,,,1392,,,,,4.4,,,,,Engineering,Macquarie Park,Part Time,Grade 3,,,,,,,Chen Watson,chen.watson@health.nsw.gov.au,On track,,,,,,,,2023-03-19
181657.88,33,1300.1,,,,,,,,1393,,,,,4.3,,,,,Legal,Macquarie Park,Part Time,Grade 1,,,,,,,Sarah Martin,sarah.martin@health.nsw.gov.au,Pending approval,,,,,,,,2024-07-06
110257.67,50,382.4,,,,,,,,1394,,,,,2.6,,,,,Marketing,North Sydney,Casual,Grade 5,,,,,,,Emily Davies,emily.davies@health.nsw.gov.au,Escalated,,,,,,,,2024-01-08
115368.44,43,553.9,,,,,,,,1395,,,,,4.9,,,,,Engineering,Macquarie Park,Part Time,Grade 4,,,,,,,Daniel Walker,daniel.walker@health.nsw.gov.au,Pending approval,,,,,,,,2024-08-02
142100.26,10,1498.2,,,,,,,,1396,,,,,2.9,,,,,Operations,Sydney CBD,Part Time,Grade 4,,,,,,,Ben Taylor,ben.taylor@health.nsw.gov.au,Completed,,,,,,,,2024-01-14
69783.17,43,492.9,,,,,,,,1397,,,,,4.6,,,,,Operations,Chatswood,Casual,Grade 4,,,,,,,William Williams,william.williams@health.nsw.gov.au,,,,,,,,,2023-11-28
47548.25,34,1303.8,,,,,,,,1398,,,,,2.1,,,,,Marketing,Macquarie Park,Part Time,Grade 4,,,,,,,Lily Hill,lily.hill@health.nsw.gov.au,Completed,,,,,,,,2024-08-24
141067.21,5,1081.7,,,,,,,,1399,,,,,2.5,,,,,Sales,Macquarie Park,Casual,Grade 3,,,,,,,Jayden Carter,jayden.carter@health.nsw.gov.au,Escalated,,,,,,,,2024-09-10
31121.61,9,935.8,,,,,,,,1400,,,,,1.9,,,,,Marketing,North Sydney,Part Time,Grade 2,,,,,,,Daniel Young,daniel.young@health.nsw.gov.au,Pending approval,,,,,,,,2023-05-02
142388.64,27,1641.2,,,,,,,,1401,,,,,3.9,,,,,IT,Chatswood,Casual,Grade 2,,,,,,,Lauren Johnson,lauren.johnson@health.nsw.gov.au,,,,,,,,,2024-02-25
33815.83,3,343.0,,,,,,,,1402,,,,,3.4,,,,,Engineering,Macquarie Park,Full Time,Grade 5,,,,,,,Alexander Brown,alexander.brown@health.nsw.gov.au,Needs review,,,,,,,,2023-09-22
186815.97,34,1920.7,,,,,,,,1403,,,,,3.4,,,,,Finance,Parramatta,Full Time,Grade 2,,,,,,,Sophia Stewart,sophia.stewart@health.nsw.gov.au,Escalated,,,,,,,,2024-05-08
58996.35,27,1241.6,,,,,,,,1404,,,,,4.2,,,,,Engineering,Macquarie Park,Contract,Grade 2,,,,,,,Chen Morgan,chen.morgan@health.nsw.gov.au,Completed,,,,,,,,2024-04-09
131410.67,5,536.6,,,,,,,,1405,,,,,2.5,,,,,HR,Sydney CBD,Part Time,Grade 5,,,,,,,Emily Morgan,emily.morgan@health.nsw.gov.au,Escalated,,,,,,,,2023-06-03
132936.87,12,1004.2,,,,,,,,1406,,,,,3.5,,,,,Finance,Macquarie Park,Full Time,Grade 1,,,,,,,Mia Cook,mia.cook@health.nsw.gov.au,Needs review,,,,,,,,2024-09-09
121678.62,1,1804.2,,,,,,,,1407,,,,,4.1,,,,,Legal,Macquarie Park,Casual,Grade 3,,,,,,,William Bell,william.bell@health.nsw.gov.au,Pending approval,,,,,,,,2024-03-15
69012.66,31,1600.2,,,,,,,,1408,,,,,2.5,,,,,HR,Chatswood,Part Time,Grade 3,,,,,,,Mia White,mia.white@health.nsw.gov.au,On track,,,,,,,,2023-10-18
131709.7,35,876.4,,,,,,,,1409,,,,,1.8,,,,,Finance,Macquarie Park,Full Time,Grade 5,,,,,,,James Hill,james.hill@health.nsw.gov.au,,,,,,,,,2023-07-30
146920.35,21,876.8,,,,,,,,1410,,,,,1.4,,,,,Legal,Macquarie Park,Contract,Grade 3,,,,,,,Hannah Adams,hannah.adams@health.nsw.gov.au,Pending approval,,,,,,,,2024-01-10
134019.72,44,855.2,,,,,,,,1411,,,,,1.8,,,,,IT,North Sydney,Contract,Grade 5,,,,,,,Sarah Mitchell,sarah.mitchell@health.nsw.gov.au,Completed,,,,,,,,2023-11-11
128200.7,50,1440.4,,,,,,,,1412,,,,,3.9,,,,,HR,North Sydney,Casual,Grade 2,,,,,,,Henry Thompson,henry.thompson@health.nsw.gov.au,Pending approval,,,,,,,,2024-02-15
163633.79,36,1266.6,,,,,,,,1413,,,,,3.7,,,,,Finance,North Sydney,Casual,Grade 1,,,,,,,Lucas Roberts,lucas.roberts@health.nsw.gov.au,Escalated,,,,,,,,2024-09-06
104014.16,5,599.9,,,,,,,,1414,,,,,2.5,,,,,Finance,Chatswood,Casual,Grade 5,,,,,,,Lily Jackson,lily.jackson@health.nsw.gov.au,Completed,,,,,,,,2024-12-29
193800.07,4,1896.9,,,,,,,,1415,,,,,4.3,,,,,IT,Chatswood,Full Time,Grade 2,,,,,,,Ruby Jackson,ruby.jackson@health.nsw.gov.au,Completed,,,,,,,,2023-07-19
35713.59,39,1070.0,,,,,,,,1416,,,,,3.8,,,,,Engineering,Sydney CBD,Contract,Grade 2,,,,,,,Lily Smith,lily.smith@health.nsw.gov.au,Needs review,,,,,,,,2023-03-30
199458.91,50,858.9,,,,,,,,1417,,,,,3.7,,,,,Legal,Macquarie Park,Part Time,Grade 5,,,,,,,James Nguyen,james.nguyen@health.nsw.gov.au,,,,,,,,,2023-03-12
186260.16,36,640.5,,,,,,,,1418,,,,,4.3,,,,,Operations,Parramatta,Contract,Grade 2,,,,,,,Priya Wright,priya.wright@health.nsw.gov.au,Escalated,,,,,,,,2024-02-18
127734.14,17,432.6,,,,,,,,1419,,,,,3.0,,,,,HR,Macquarie Park,Contract,Grade 3,,,,,,,Liam Anderson,liam.anderson@health.nsw.gov.au,Completed,,,,,,,,2024-07-04
168235.05,37,575.3,,,,,,,,1420,,,,,2.8,,,,,Legal,Macquarie Park,Casual,Grade 2,,,,,,,Marcus King,marcus.king@health.nsw.gov.au,Escalated,,,,,,,,2024-11-28
108322.48,38,1737.8,,,,,,,,1421,,,,,2.9,,,,,Marketing,Sydney CBD,Casual,Grade 2,,,,,,,Ella Bell,ella.bell@health.nsw.gov.au,Needs review,,,,,,,,2023-11-20
100112.42,23,1081.4,,,,,,,,1422,,,,,1.0,,,,,Marketing,North Sydney,Contract,Grade 1,,,,,,,Olivia Morgan,olivia.morgan@health.nsw.gov.au,,,,,,,,,2023-12-17
42924.9,12,1005.5,,,,,,,,1423,,,,,2.4,,,,,Marketing,North Sydney,Part Time,Grade 4,,,,,,,Aiden Wright,aiden.wright@health.nsw.gov.au,Needs review,,,,,,,,2023-09-05
178366.22,14,535.5,,,,,,,,1424,,,,,4.3,,,,,Operations,North Sydney,Full Time,Grade 1,,,,,,,Lucas Morgan,lucas.morgan@health.nsw.gov.au,,,,,,,,,2024-05-19
134350.59,49,1728.5,,,,,,,,1425,,,,,4.8,,,,,IT,Parramatta,Contract,Grade 4,,,,,,,Jessica Harris,jessica.harris@health.nsw.gov.au,Escalated,,,,,,,,2023-07-07
197347.1,33,632.5,,,,,,,,1426,,,,,1.9,,,,,Engineering,Sydney CBD,Casual,Grade 4,,,,,,,Hannah Williams,hannah.williams@health.nsw.gov.au,Pending approval,,,,,,,,2023-12-22
96931.88,44,1574.2,,,,,,,,1427,,,,,2.8,,,,,HR,Macquarie Park,Casual,Grade 3,,,,,,,Sophie Smith,sophie.smith@health.nsw.gov.au,On track,,,,,,,,2024-11-21
65827.91,38,291.4,,,,,,,,1428,,,,,2.4,,,,,Marketing,North Sydney,Contract,Grade 2,,,,,,,Luke Mitchell,luke.mitchell@health.nsw.gov.au,Pending approval,,,,,,,,2023-12-18
92207.11,32,905.5,,,,,,,,1429,,,,,2.7,,,,,Operations,Parramatta,Casual,Grade 3,,,,,,,Sophia Walker,sophia.walker@health.nsw.gov.au,Pending approval,,,,,,,,2023-05-15
196476.32,44,534.3,,,,,,,,1430,,,,,1.4,,,,,Marketing,North Sydney,Casual,Grade 4,,,,,,,Ryan Roberts,ryan.roberts@health.nsw.gov.au,,,,,,,,,2023-06-03
110407.79,1,435.6,,,,,,,,1431,,,,,3.0,,,,,Operations,Chatswood,Contract,Grade 3,,,,,,,Sarah Collins,sarah.collins@health.nsw.gov.au,On track,,,,,,,,2024-02-12
46825.72,11,214.1,,,,,,,,1432,,,,,4.3,,,,,IT,Sydney CBD,Casual,Grade 3,,,,,,,Jake Young,jake.young@health.nsw.gov.au,Completed,,,,,,,,2024-07-27
124773.55,17,753.9,,,,,,,,1433,,,,,2.6,,,,,Operations,Macquarie Park,Part Time,Grade 5,,,,,,,Jessica Rogers,jessica.rogers@health.nsw.gov.au,,,,,,,,,2024-07-05
59671.6,50,640.8,,,,,,,,1434,,,,,2.3,,,,,IT,Chatswood,Full Time,Grade 4,,,,,,,Mei Clark,mei.clark@health.nsw.gov.au,Escalated,,,,,,,,2024-10-08
192621.05,11,1317.1,,,,,,,,1435,,,,,4.7,,,,,Legal,Macquarie Park,Casual,Grade 1,,,,,,,Lucas Johnson,lucas.johnson@health.nsw.gov.au,Completed,,,,,,,,2023-08-22
83291.95,42,653.6,,,,,,,,1436,,,,,2.1,,,,,Legal,Parramatta,Casual,Grade 3,,,,,,,Aiden Edwards,aiden.edwards@health.nsw.gov.au,Pending approval,,,,,,,,2024-04-06
100378.14,12,1723.0,,,,,,,,1437,,,,,1.5,,,,,Sales,Parramatta,Full Time,Grade 2,,,,,,,Daniel Scott,daniel.scott@health.nsw.gov.au,On track,,,,,,,,2023-04-08
40844.71,31,1142.0,,,,,,,,1438,,,,,1.1,,,,,Legal,Macquarie Park,Full Time,Grade 1,,,,,,,Jake Morris,jake.morris@health.nsw.gov.au,Needs review,,,,,,,,2023-03-28
141321.55,25,687.8,,,,,,,,1439,,,,,2.0,,,,,Marketing,Chatswood,Part Time,Grade 2,,,,,,,Grace Johnson,grace.johnson@health.nsw.gov.au,On track,,,,,,,,2023-02-05
142803.35,21,1742.1,,,,,,,,1440,,,,,2.9,,,,,Marketing,Macquarie Park,Casual,Grade 2,,,,,,,Sophie Turner,sophie.turner@health.nsw.gov.au,Needs review,,,,,,,,2024-08-28
131589.31,41,1522.9,,,,,,,,1441,,,,,4.5,,,,,Legal,Macquarie Park,Contract,Grade 3,,,,,,,Mia Turner,mia.turner@health.nsw.gov.au,Needs review,,,,,,,,2023-04-02
105116.25,24,883.2,,,,,,,,1442,,,,,1.6,,,,,Finance,Sydney CBD,Part Time,Grade 3,,,,,,,Nathan Mitchell,nathan.mitchell@health.nsw.gov.au,Pending approval,,,,,,,,2023-01-09
146920.89,32,1899.2,,,,,,,,1443,,,,,2.9,,,,,Finance,Chatswood,Contract,Grade 5,,,,,,,Ben Smith,ben.smith@health.nsw.gov.au,Pending approval,,,,,,,,2024-01-18
62057.07,36,930.5,,,,,,,,1444,,,,,2.0,,,,,Legal,Chatswood,Part Time,Grade 3,,,,,,,Lucas Adams,lucas.adams@health.nsw.gov.au,,,,,,,,,2023-09-03
117823.71,40,1634.4,,,,,,,,1445,,,,,3.7,,,,,Marketing,Macquarie Park,Contract,Grade 4,,,,,,,Ryan Taylor,ryan.taylor@health.nsw.gov.au,Needs review,,,,,,,,2023-05-20
79231.2,41,965.2,,,,,,,,1446,,,,,2.8,,,,,IT,North Sydney,Contract,Grade 1,,,,,,,Alexander Brown,alexander.brown@health.nsw.gov.au,Pending approval,,,,,,,,2023-01-23
61609.39,7,636.0,,,,,,,,1447,,,,,1.5,,,,,IT,Sydney CBD,Part Time,Grade 1,,,,,,,Alexander Smith,alexander.smith@health.nsw.gov.au,Escalated,,,,,,,,2023-08-11
88125.19,20,1592.9,,,,,,,,1448,,,,,3.0,,,,,Operations,Chatswood,Full Time,Grade 3,,,,,,,Lucas Kim,lucas.kim@health.nsw.gov.au,Needs review,,,,,,,,2023-02-27
75305.61,26,235.6,,,,,,,,1449,,,,,2.9,,,,,Sales,Parramatta,Casual,Grade 1,,,,,,,Liam Murphy,liam.murphy@health.nsw.gov.au,Needs review,,,,,,,,2024-01-30
161108.31,29,569.6,,,,,,,,1450,,,,,5.0,,,,,Sales,Chatswood,Full Time,Grade 5,,,,,,,Ruby Thompson,ruby.thompson@health.nsw.gov.au,Escalated,,,,,,,,2024-02-03
145845.19,20,1878.8,,,,,,,,1451,,,,,1.6,,,,,Finance,Macquarie Park,Full Time,Grade 3,,,,,,,Mia Watson,mia.watson@health.nsw.gov.au,Completed,,,,,,,,2023-07-23
